text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_correct,sub_emotion_correct,intensity_correct,all_correct
"When they started doing the shoot,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"I was like, what was I gonna do,",surprise,surprise,confusion,curiosity,moderate,mild,True,False,False,False
"what was I gonna do,",surprise,surprise,confusion,curiosity,moderate,mild,True,False,False,False
and then it just went blank.,surprise,sadness,confusion,neutral,strong,mild,False,False,False,False
Think about what your hands are doing and your face.,neutral,surprise,neutral,curiosity,mild,mild,False,False,True,False
"1, 2, 3, and go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Very well.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
Much better.,happiness,happiness,approval,gratitude,moderate,mild,True,False,False,False
"So much better, good job.",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
My shoot is like a rollercoaster ride.,happiness,surprise,excitement,surprise,moderate,moderate,False,False,True,False
"It's like Miss Karen, Miss Indira,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"they like it, they don't.",surprise,disgust,confusion,disapproval,mild,moderate,False,False,False,False
My goal now is just to survive.,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
I'm gonna try to like climb on top,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
when there's just fewer girls.,neutral,sadness,neutral,neutral,mild,mild,False,True,True,False
Lady!,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
"1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
I like the energy.,happiness,happiness,approval,admiration,moderate,mild,True,False,False,False
"1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Yes!,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
I don't think I can win Best Photographer.,sadness,sadness,disappointment,disapproval,mild,mild,True,False,True,False
"I see Heidi do it really, really well.",happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Beautiful.,happiness,happiness,admiration,approval,moderate,mild,True,False,False,False
That one's beautiful.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"She's like a stallion,",happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
like a galloping stallion in this one.,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
That's amazing.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
I'm getting great feedback at this moment.,happiness,happiness,joy,approval,moderate,mild,True,False,False,False
Whoa!,surprise,surprise,surprise,surprise,moderate,mild,True,True,False,False
"If I trip and it's a good picture,",happiness,happiness,optimism,neutral,mild,mild,True,False,True,False
it will be worth it.,happiness,happiness,optimism,approval,mild,mild,True,False,True,False
"Nice, I like that!",happiness,happiness,approval,gratitude,moderate,mild,True,False,False,False
Thank you so much.,happiness,happiness,gratitude,gratitude,moderate,mild,True,True,False,False
I'm so happy I'm before Veronica.,happiness,happiness,relief,approval,moderate,mild,True,False,False,False
"Photo shoot is more my thing,",happiness,neutral,pride,neutral,moderate,mild,False,False,False,False
so she can learn from me.,happiness,happiness,pride,neutral,mild,mild,True,False,True,False
"Okay, ready, 1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
"Very chin down right now, okay?",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It's making you look very angry.,disgust,disgust,disapproval,disapproval,mild,moderate,True,True,False,False
Try to relax your jaw a little bit.,happiness,happiness,caring,neutral,mild,mild,True,False,True,False
"Use your arms, change the angle of the face.",happiness,neutral,caring,neutral,mild,mild,False,False,True,False
"When I remember to put my chin up,",surprise,neutral,confusion,neutral,mild,mild,False,False,True,False
I forget about the mouth.,surprise,surprise,confusion,neutral,mild,mild,True,False,True,False
And then when I remember the chin and the mouth,surprise,surprise,confusion,neutral,mild,mild,True,False,True,False
I comment about the eyes.,surprise,surprise,confusion,neutral,mild,mild,True,False,True,False
There's always something.,anger,neutral,annoyance,neutral,mild,mild,False,False,True,False
"1, 2, 3, and go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
"Yes, there you go.",happiness,neutral,approval,neutral,moderate,mild,False,False,False,False
Chicken!,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
I'm feeling very hot in the jacket.,neutral,fear,neutral,neutral,mild,moderate,False,True,False,False
It's really constricting my movements as well.,anger,anger,annoyance,disapproval,mild,moderate,True,False,False,False
"Where are you going, honey?",happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
Tame the hands.,happiness,neutral,caring,neutral,mild,mild,False,False,True,False
You can have a trail behind you,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"to give it a little bit more length,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
but don't bring it up too much.,neutral,disgust,neutral,neutral,mild,mild,False,True,True,False
You look like Lady Gaga.,happiness,happiness,amusement,admiration,mild,mild,True,False,True,False
"Yes, yes, yes, good.",happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
Let's try jumping in.,happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
"Good, a little bit less.",happiness,neutral,approval,neutral,mild,mild,False,False,True,False
"Okay, 1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Almost.,sadness,neutral,disappointment,neutral,mild,mild,False,False,True,False
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
"Everyone set such a high bar,",fear,happiness,nervousness,neutral,moderate,mild,False,False,False,False
"and I was just like, oh, shit, crap, okay.",surprise,surprise,surprise,neutral,mild,mild,True,False,True,False
Watch that duck face.,happiness,anger,amusement,neutral,mild,mild,False,False,True,False
"Careful of your eyes, you're looking really bug-eyed.",neutral,anger,neutral,disapproval,mild,moderate,False,False,False,False
So my confidence kind of just went...,sadness,surprise,disappointment,neutral,moderate,mild,False,False,False,False
"Keep doing what you're doing with your body,",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
but your head needs to come forward.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Yes, better, better, much better.",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
That one's amazing.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
When I finally got into the momentum,happiness,happiness,relief,neutral,mild,mild,True,False,True,False
"and when I finally got what they were asking for,",surprise,happiness,realization,neutral,mild,mild,False,False,True,False
it was kind of too late.,sadness,sadness,disappointment,neutral,mild,mild,True,False,True,False
"Well done, Veronica!",happiness,happiness,approval,gratitude,moderate,mild,True,False,False,False
"Between me and Valerie, it's really complicated",surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
because we're twins.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"It's a competition, but we're still connected, right?",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"So I want her to do good, but I want to do better.",happiness,happiness,desire,neutral,moderate,moderate,True,False,True,False
"3, 2, 1, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Nice, that was a nice shape there.",happiness,happiness,approval,admiration,mild,mild,True,False,True,False
That was amazing.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"3, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It's hard to tell if you're smiling or not.,surprise,surprise,confusion,curiosity,mild,mild,True,False,True,False
"The pose is good,",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
I just have to pay more attention up here.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
So I do like...,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
To loosen up.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Good.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
I really enjoyed the photo shoot.,happiness,happiness,joy,approval,moderate,mild,True,False,False,False
"Last frame, you are done.",happiness,neutral,relief,neutral,mild,mild,False,False,True,False
Good job.,happiness,happiness,approval,approval,mild,mild,True,True,True,True
Cindy!,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
I don't have much experience of taking photo shoots.,neutral,sadness,neutral,neutral,mild,mild,False,True,True,False
"I have a lot of thoughts,",happiness,surprise,curiosity,neutral,mild,mild,False,False,True,False
I have many plans for different kinds of posing.,happiness,happiness,optimism,neutral,mild,mild,True,False,True,False
"1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
A little bit more energy in your face.,neutral,surprise,neutral,confusion,mild,mild,False,False,True,False
"Once I step on the set, all the plans just deleted.",anger,disgust,annoyance,neutral,moderate,mild,False,False,False,False
"Right now, your outfit, everything is so dramatic,",happiness,anger,admiration,disapproval,mild,moderate,False,False,False,False
but your face is still too sweet.,disgust,disgust,disapproval,disapproval,mild,moderate,True,True,False,False
"I need more fierce, okay?",happiness,happiness,desire,optimism,moderate,moderate,True,False,True,False
"Okay, 1, 2, 3, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Well, give me a fierce, give me like you're angry.",neutral,anger,neutral,disapproval,mild,moderate,False,False,False,False
That's angry?,surprise,surprise,confusion,curiosity,mild,mild,True,False,True,False
More angry.,anger,disgust,anger,disapproval,mild,moderate,False,False,False,False
I thought I can be fierce.,neutral,happiness,neutral,admiration,mild,moderate,False,False,False,False
Show me happy.,neutral,happiness,neutral,admiration,mild,mild,False,False,True,False
Happy.,neutral,happiness,neutral,approval,mild,mild,False,False,True,False
Serious.,neutral,surprise,neutral,confusion,mild,mild,False,False,True,False
Angry.,anger,disgust,anger,disapproval,mild,moderate,False,False,False,False
Your face did not change from serious to angry at all.,surprise,sadness,confusion,disapproval,mild,moderate,False,False,False,False
"Obviously, it's not working.",sadness,sadness,disappointment,disapproval,moderate,mild,True,False,False,False
Let's do some other emotions.,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
"What are you doing, Cindy?",surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
"Sorry, not you.",fear,sadness,embarrassment,disapproval,mild,mild,False,False,True,False
This is so awkward and embarrassing.,fear,anger,embarrassment,disapproval,moderate,moderate,False,False,True,False
I put that embarrassing thing aside,happiness,anger,relief,disapproval,mild,mild,False,False,True,False
and then focus on my photo shoot.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Yes.,happiness,neutral,approval,neutral,mild,mild,False,False,True,False
"Change, good.",happiness,happiness,approval,approval,mild,mild,True,True,True,True
Yes.,happiness,neutral,approval,neutral,mild,mild,False,False,True,False
"Okay, last one, walk across here, look back.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Nice.,happiness,happiness,approval,gratitude,mild,mild,True,False,True,False
All right.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Good.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
Maureen.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Let's go.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Because you're quite little,",neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
you're going to have to stride a lot more.,neutral,fear,neutral,neutral,mild,mild,False,True,True,False
Lean towards the camera a little bit and relax your neck.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
It's just the beginning,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"and the judges already have to help me a lot,",fear,happiness,nervousness,neutral,moderate,moderate,False,False,True,False
so I feel pressured.,fear,fear,nervousness,disapproval,moderate,moderate,True,False,True,False
I liked your attitude on the catwalk.,happiness,happiness,approval,approval,mild,mild,True,True,True,True
"Where's that attitude today, girlfriend?",sadness,happiness,disappointment,curiosity,mild,mild,False,False,True,False
It's so hard.,anger,anger,annoyance,annoyance,moderate,moderate,True,True,True,True
Nice.,happiness,happiness,approval,gratitude,mild,mild,True,False,True,False
I have no idea what I'm doing.,surprise,surprise,confusion,confusion,moderate,mild,True,True,False,False
So let's do more where it's like...,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
"Come on, I need this shot.",fear,happiness,fear,neutral,moderate,mild,False,False,False,False
"1, 2, 3, and go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Beautiful.,happiness,happiness,admiration,approval,mild,mild,True,False,True,False
"When everything comes together, Maureen,",happiness,happiness,optimism,neutral,mild,mild,True,False,True,False
you look spectacular.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
"Alicia, your time starts now.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Go.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Damn, girl.",happiness,anger,admiration,annoyance,mild,moderate,False,False,False,False
"Jump off the bridge, please.",surprise,neutral,confusion,neutral,moderate,mild,False,False,False,False
Stay on the bridge.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
So I come in with too much energy.,surprise,sadness,realization,disapproval,mild,moderate,False,False,False,False
A lot of them are booty shots.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I don't know.,surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
"That's an impression for sure,",neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
"but good impression, bad impression.",surprise,sadness,confusion,neutral,mild,mild,False,False,True,False
30 seconds.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
At least I followed the brief.,happiness,neutral,relief,neutral,mild,mild,False,False,True,False
"Layla, you have 10 minutes.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
A little bit more energy.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
You just need to time that by 100.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"2, 3.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
She's not even trying at all.,disgust,disgust,disapproval,neutral,moderate,mild,True,False,False,False
It's a competition.,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
Your nerves are like...,fear,surprise,nervousness,confusion,mild,mild,False,False,True,False
A little bit of variation.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Move your arms around.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
We've got that one.,happiness,neutral,approval,neutral,mild,mild,False,False,True,False
"1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
You okay honey?,happiness,happiness,caring,curiosity,moderate,mild,True,False,False,False
"This is like my first time, so",fear,surprise,nervousness,neutral,mild,mild,False,False,True,False
"I just feel like, I don't know.",surprise,surprise,confusion,confusion,moderate,mild,True,True,False,False
This is a competition.,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
We're supposed not to break down,happiness,sadness,optimism,neutral,moderate,mild,False,False,False,False
"the very first time, right?",fear,surprise,nervousness,neutral,mild,mild,False,False,True,False
"If Layla cannot take in the first week,",neutral,sadness,neutral,neutral,mild,mild,False,True,True,False
how about the next week and the next week?,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
"Hey, do you not want to be here?",happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
Layla? What's going on?,happiness,surprise,curiosity,curiosity,mild,mild,False,True,True,False
I don't know.,surprise,surprise,confusion,confusion,moderate,mild,True,True,False,False
It's just this thing that comes over.,surprise,surprise,confusion,neutral,moderate,mild,True,False,False,False
Do you want,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
to be here?,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
"Let me hear you say, I want to be here.",happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
"Please, that's what I want to hear you say.",happiness,happiness,desire,neutral,moderate,mild,True,False,False,False
I don't know what to say.,surprise,surprise,confusion,confusion,moderate,mild,True,True,False,False
You can't answer me?,anger,surprise,annoyance,confusion,moderate,mild,False,False,False,False
Do you want to try again?,neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
No?,sadness,surprise,disappointment,neutral,mild,mild,False,False,True,False
I'm sorry to hear that.,neutral,sadness,neutral,disapproval,mild,moderate,False,False,False,False
"Two, you're up.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Ready, one, two, three, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Wow.,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
That was really cool.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
Whoa.,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
When I focus,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"in the shoes,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I really forget anything about me.,happiness,sadness,relief,disapproval,mild,moderate,False,False,False,False
"Ready, one, two, three, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Wait.,surprise,surprise,surprise,neutral,mild,mild,True,False,True,False
Only a few instances,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"where you get to tell a photographer,",neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
"wait, we'll give you this one.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"When I jump,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I need to wait to get the energy,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
to do it again.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Go.,happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,admiration,mild,mild,True,False,True,False
"One, two,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"three, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
You tell me when I,fear,happiness,nervousness,curiosity,mild,mild,False,False,True,False
go. You tell me.,fear,neutral,nervousness,neutral,mild,mild,False,False,True,False
It got a bit tense when two were shooting.,fear,surprise,nervousness,neutral,moderate,mild,False,False,False,False
Every professional knows that,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
when you,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
are a bit too firm over and over,disgust,sadness,disapproval,disapproval,mild,moderate,False,True,False,False
"again with someone,",disgust,neutral,disapproval,neutral,mild,mild,False,False,True,False
it might look rude.,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
"When he's ready,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
you need to be ready too.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Dorothy.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Ready, one, two, three, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
"Dorothy,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel like you have the same issue as Cindy.,neutral,sadness,neutral,neutral,mild,mild,False,True,True,False
"You both have gorgeous, sweet faces.",happiness,happiness,admiration,approval,mild,mild,True,False,True,False
I need some more fierceness.,happiness,happiness,desire,optimism,moderate,moderate,True,False,True,False
Nice.,happiness,happiness,approval,gratitude,mild,mild,True,False,True,False
Good.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
This competition for model,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
is not for,neutral,disgust,neutral,neutral,mild,mild,False,True,True,False
"hot girl, not for beautiful thing.",disgust,disgust,disapproval,disapproval,mild,moderate,True,True,False,False
It's not,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
because you cannot do it.,neutral,sadness,neutral,disapproval,mild,mild,False,False,True,False
So after talking to,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"two, I think that",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel so much better,happiness,happiness,relief,admiration,moderate,mild,True,False,False,False
and I want to continue this.,happiness,happiness,optimism,approval,moderate,mild,True,False,False,False
I want to continue,happiness,happiness,optimism,approval,moderate,mild,True,False,False,False
running in this competition.,happiness,neutral,optimism,neutral,moderate,mild,False,False,False,False
So I heard you're going to give it another go.,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
I'm so proud of you.,happiness,happiness,pride,approval,moderate,mild,True,False,False,False
Don't be sorry if you don't do it again.,neutral,sadness,neutral,disapproval,mild,moderate,False,False,False,False
Let's go. You've got three minutes.,happiness,neutral,excitement,neutral,moderate,mild,False,False,False,False
Let's go.,happiness,happiness,excitement,neutral,mild,mild,True,False,True,False
"One, two, three, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Energy is amazing.,happiness,happiness,excitement,admiration,moderate,mild,True,False,False,False
"One, two, three, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Good.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"You don't have to do much, girl.",neutral,disgust,neutral,neutral,mild,mild,False,True,True,False
You look like you're jumping already,happiness,surprise,amusement,confusion,mild,mild,False,False,True,False
because you're so tall and skinny.,happiness,surprise,amusement,neutral,mild,mild,False,False,True,False
"Three, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Good.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"One, two, three, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel my mind is clearer now.,happiness,happiness,relief,admiration,moderate,mild,True,False,False,False
Turn your face a little bit this way.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"One, two, three, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"If I'm running for the competition still,",happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
I would try my best,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
and continue to run,happiness,neutral,optimism,neutral,moderate,mild,False,False,False,False
for this competition.,happiness,neutral,optimism,neutral,moderate,mild,False,False,False,False
"One, two, three, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Time's up. Good job.,happiness,happiness,approval,approval,mild,mild,True,True,True,True
"Welcome, ladies,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
to your very first elimination.,fear,fear,nervousness,neutral,moderate,mild,True,False,False,False
To say this week has been eventful,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
would be an understatement.,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
"Now, before we determine",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
who's moving on,happiness,happiness,curiosity,neutral,mild,mild,True,False,True,False
"and who's moving out,",happiness,disgust,curiosity,neutral,mild,mild,False,False,True,False
let me first introduce you to your judges.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"First up, the ever-radiant",happiness,neutral,admiration,neutral,mild,mild,False,False,True,False
"model, actress, and Miss Universe",happiness,neutral,admiration,neutral,mild,mild,False,False,True,False
"2015, also Wurtzbach.",happiness,neutral,admiration,neutral,mild,mild,False,False,True,False
"Hi, girls.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
He was your photographer,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"for your very first photo challenge,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Joel Lim.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Ladies.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"And let's not forget your model mentor,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Hey, girls.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Now, ladies, each of you standing here",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
before us was hand-picked from,happiness,neutral,pride,neutral,mild,mild,False,False,True,False
all across Asia.,happiness,neutral,pride,neutral,mild,mild,False,False,True,False
You're here because we believe that each and,happiness,neutral,approval,neutral,moderate,mild,False,False,False,False
every single one of you has a very good chance,happiness,happiness,optimism,approval,moderate,mild,True,False,False,False
of winning this.,happiness,happiness,optimism,approval,moderate,mild,True,False,False,False
"And on that note, let's get to your prizes.",happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
The winner of Asia's Next Top Model,happiness,happiness,excitement,approval,strong,mild,True,False,False,False
will be driving home a brand-new,happiness,happiness,excitement,admiration,moderate,mild,True,False,False,False
Subaru Impreza.,happiness,neutral,excitement,neutral,moderate,mild,False,False,False,False
She will feature in a fashion spread and rock,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
the cover of Nylon Singapore.,happiness,neutral,excitement,neutral,moderate,mild,False,False,False,False
And she will head to Europe for a chance,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
to be represented by one of the world's biggest,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
"modeling agencies, Storm Model",happiness,neutral,admiration,neutral,moderate,mild,False,False,False,False
"Management, joining the likes of Kate Moss",happiness,neutral,admiration,neutral,moderate,mild,False,False,False,False
and Cara Delevingne.,happiness,neutral,admiration,neutral,moderate,mild,False,False,False,False
"Now, this season, we will be combining your",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
challenge scores to your photoshoot,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
scores in order to determine who stays,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
and who goes.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Are you ready, ladies?",happiness,happiness,excitement,curiosity,mild,mild,True,False,True,False
Let's get started.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Can we have Alicia, please?",neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
"Well, let's take a look at your shot.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You came on,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
with so much energy,happiness,surprise,admiration,surprise,moderate,mild,False,False,False,False
that at times you seem,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
completely out of control.,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
I love your look.,happiness,happiness,admiration,approval,moderate,mild,True,False,False,False
You have a masculinity about you,neutral,happiness,neutral,admiration,mild,mild,False,False,True,False
which can be your strength,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
if you use it right.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Angelica, please.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Your face is just,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
a bit dead. It's not really smiling.,sadness,sadness,disappointment,disapproval,moderate,moderate,True,False,True,False
It's not really high fashion.,disgust,sadness,disapproval,neutral,moderate,mild,False,False,False,False
You let your nerves get the better of you.,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
I feel like this was a lucky,disgust,happiness,disapproval,admiration,mild,mild,False,False,True,False
shot for you.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
Cindy.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I love the shot from the head down.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
Your eyes are,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
almost dead. You're still so,sadness,sadness,disappointment,neutral,moderate,mild,True,False,False,False
young and that's why you're not,neutral,sadness,neutral,neutral,mild,mild,False,True,True,False
being able to translate other,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
emotions other than your typical,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
"sweet, your safe zone. Heidi.",neutral,happiness,neutral,approval,mild,mild,False,False,True,False
"Looking at you right now, you look so sweet.",happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
And then I look at this one and you just have,surprise,surprise,surprise,neutral,mild,mild,True,False,True,False
so much emotion,happiness,surprise,admiration,surprise,moderate,moderate,False,False,True,False
going through this photo.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"If you keep this up, you could be a dark horse in the",happiness,fear,optimism,disapproval,moderate,moderate,False,False,True,False
competition. Thank you so much.,happiness,happiness,gratitude,gratitude,mild,mild,True,True,True,True
"Well done, Heidi. Next, can we have Clara, please?",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"You're daddy's little girl,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
