text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_correct,sub_emotion_correct,intensity_correct,all_correct
Much better.,happiness,happiness,approval,approval,moderate,mild,True,True,False,False
"So much better, good job.",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
My shoot is like a rollercoaster ride.,happiness,happiness,excitement,excitement,moderate,moderate,True,True,True,True
"It's like Miss Karen, Miss Indira,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"they like it, they don't.",surprise,disgust,confusion,disapproval,mild,mild,False,False,True,False
My goal now is just to survive.,happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
I'm gonna try to like climb on top,happiness,happiness,curiosity,desire,mild,mild,True,False,True,False
when there's just fewer girls.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Lady!,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
"1, 2, 3, go.",happiness,happiness,excitement,excitement,mild,mild,True,True,True,True
I like the energy.,happiness,happiness,approval,approval,moderate,mild,True,True,False,False
Yes!,happiness,happiness,excitement,excitement,moderate,moderate,True,True,True,True
I don't think I can win Best Photographer.,sadness,disgust,disappointment,disapproval,mild,mild,False,False,True,False
"I see Heidi do it really, really well.",happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
Beautiful.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
That one's beautiful.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"She's like a stallion,",happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
like a galloping stallion in this one.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
That's amazing.,happiness,happiness,admiration,surprise,moderate,moderate,True,False,True,False
I'm getting great feedback at this moment.,happiness,happiness,joy,joy,moderate,moderate,True,True,True,True
Whoa!,surprise,surprise,surprise,surprise,moderate,mild,True,True,False,False
"If I trip and it's a good picture,",happiness,happiness,optimism,approval,mild,mild,True,False,True,False
it will be worth it.,happiness,happiness,optimism,optimism,mild,moderate,True,True,False,False
"Nice, I like that!",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
Thank you so much.,happiness,happiness,gratitude,gratitude,moderate,mild,True,True,False,False
I'm so happy I'm before Veronica.,happiness,happiness,relief,joy,moderate,moderate,True,False,True,False
"Photo shoot is more my thing,",happiness,happiness,pride,pride,moderate,mild,True,True,False,False
so she can learn from me.,happiness,happiness,pride,optimism,mild,mild,True,False,True,False
"Okay, ready, 1, 2, 3, go.",happiness,neutral,excitement,excitement,mild,mild,False,True,True,False
"Very chin down right now, okay?",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It's making you look very angry.,disgust,anger,disapproval,anger,mild,strong,False,False,False,False
Try to relax your jaw a little bit.,happiness,happiness,caring,caring,mild,mild,True,True,True,True
"Use your arms, change the angle of the face.",happiness,neutral,caring,neutral,mild,mild,False,False,True,False
"When I remember to put my chin up,",surprise,neutral,confusion,neutral,mild,mild,False,False,True,False
I forget about the mouth.,surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
And then when I remember the chin and the mouth,surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
I comment about the eyes.,surprise,happiness,confusion,amusement,mild,mild,False,False,True,False
There's always something.,anger,neutral,annoyance,neutral,mild,mild,False,False,True,False
"1, 2, 3, and go.",happiness,neutral,excitement,excitement,mild,mild,False,True,True,False
"Yes, there you go.",happiness,neutral,approval,neutral,moderate,mild,False,False,False,False
Chicken!,surprise,neutral,surprise,excitement,mild,mild,False,False,True,False
I'm feeling very hot in the jacket.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It's really constricting my movements as well.,anger,anger,annoyance,annoyance,mild,moderate,True,True,False,False
"Where are you going, honey?",happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
Tame the hands.,happiness,neutral,caring,neutral,mild,mild,False,False,True,False
You can have a trail behind you,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"to give it a little bit more length,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
but don't bring it up too much.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You look like Lady Gaga.,happiness,happiness,amusement,admiration,mild,mild,True,False,True,False
"Yes, yes, yes, good.",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
Let's try jumping in.,happiness,happiness,excitement,excitement,mild,mild,True,True,True,True
"Good, a little bit less.",happiness,neutral,approval,neutral,mild,mild,False,False,True,False
"Okay, 1, 2, 3, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Almost.,sadness,neutral,disappointment,neutral,mild,mild,False,False,True,False
"Namita, let's see what you got, girlfriend.",neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
"Everyone set such a high bar,",fear,happiness,nervousness,admiration,moderate,mild,False,False,False,False
"and I was just like, oh, shit, crap, okay.",surprise,surprise,surprise,realization,mild,mild,True,False,True,False
Watch that duck face.,happiness,happiness,amusement,amusement,mild,mild,True,True,True,True
"Careful of your eyes, you're looking really bug-eyed.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
So my confidence kind of just went...,sadness,sadness,disappointment,disappointment,moderate,mild,True,True,False,False
"Keep doing what you're doing with your body,",happiness,neutral,approval,neutral,mild,mild,False,False,True,False
but your head needs to come forward.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Yes, better, better, much better.",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
That one's amazing.,happiness,happiness,admiration,admiration,moderate,moderate,True,True,True,True
When I finally got into the momentum,happiness,happiness,relief,optimism,mild,moderate,True,False,False,False
"and when I finally got what they were asking for,",surprise,surprise,realization,realization,mild,mild,True,True,True,True
it was kind of too late.,sadness,sadness,disappointment,disappointment,mild,mild,True,True,True,True
"Well done, Veronica!",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
"Between me and Valerie, it's really complicated",surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
because we're twins.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"It's a competition, but we're still connected, right?",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"So I want her to do good, but I want to do better.",happiness,happiness,desire,desire,moderate,moderate,True,True,True,True
"3, 2, 1, go.",neutral,happiness,neutral,excitement,mild,mild,False,False,True,False
"Nice, that was a nice shape there.",happiness,happiness,approval,approval,mild,mild,True,True,True,True
That was amazing.,happiness,happiness,admiration,amusement,moderate,moderate,True,False,True,False
"3, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It's hard to tell if you're smiling or not.,surprise,surprise,confusion,curiosity,mild,mild,True,False,True,False
"The pose is good,",happiness,happiness,approval,approval,mild,mild,True,True,True,True
I just have to pay more attention up here.,neutral,neutral,neutral,annoyance,mild,mild,True,False,True,False
So I do like...,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
To loosen up.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I really enjoyed the photo shoot.,happiness,happiness,joy,joy,moderate,moderate,True,True,True,True
"Last frame, you are done.",happiness,neutral,relief,neutral,mild,mild,False,False,True,False
Good job.,happiness,happiness,approval,approval,mild,mild,True,True,True,True
Cindy!,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I don't have much experience of taking photo shoots.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"I have a lot of thoughts,",happiness,neutral,curiosity,curiosity,mild,mild,False,True,True,False
I have many plans for different kinds of posing.,happiness,happiness,optimism,optimism,mild,mild,True,True,True,True
A little bit more energy in your face.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Once I step on the set, all the plans just deleted.",anger,neutral,annoyance,neutral,moderate,mild,False,False,False,False
"Right now, your outfit, everything is so dramatic,",happiness,happiness,admiration,amusement,mild,mild,True,False,True,False
but your face is still too sweet.,disgust,disgust,disapproval,disapproval,mild,mild,True,True,True,True
"I need more fierce, okay?",happiness,happiness,desire,desire,moderate,moderate,True,True,True,True
"Well, give me a fierce, give me like you're angry.",neutral,anger,neutral,anger,mild,moderate,False,False,False,False
That's angry?,surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
More angry.,anger,anger,anger,anger,mild,strong,True,True,False,False
I thought I can be fierce.,neutral,happiness,neutral,pride,mild,mild,False,False,True,False
Show me happy.,neutral,happiness,neutral,joy,mild,mild,False,False,True,False
Happy.,neutral,happiness,neutral,joy,mild,mild,False,False,True,False
Serious.,neutral,anger,neutral,annoyance,mild,mild,False,False,True,False
Angry.,anger,anger,anger,anger,mild,strong,True,True,False,False
Your face did not change from serious to angry at all.,surprise,anger,confusion,annoyance,mild,moderate,False,False,False,False
"Obviously, it's not working.",sadness,sadness,disappointment,disappointment,moderate,moderate,True,True,True,True
Let's do some other emotions.,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
"What are you doing, Cindy?",surprise,happiness,confusion,curiosity,mild,mild,False,False,True,False
"Sorry, not you.",fear,neutral,embarrassment,remorse,mild,mild,False,False,True,False
This is so awkward and embarrassing.,fear,anger,embarrassment,annoyance,moderate,moderate,False,False,True,False
I put that embarrassing thing aside,happiness,happiness,relief,pride,mild,moderate,True,False,False,False
and then focus on my photo shoot.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Yes.,happiness,neutral,approval,neutral,mild,mild,False,False,True,False
"Change, good.",happiness,happiness,approval,approval,mild,mild,True,True,True,True
"Okay, last one, walk across here, look back.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Nice.,happiness,happiness,approval,approval,mild,mild,True,True,True,True
All right.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Maureen.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Let's go.,neutral,happiness,neutral,excitement,mild,moderate,False,False,False,False
"Because you're quite little,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
you're going to have to stride a lot more.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Lean towards the camera a little bit and relax your neck.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It's just the beginning,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"and the judges already have to help me a lot,",fear,happiness,nervousness,neutral,moderate,moderate,False,False,True,False
so I feel pressured.,fear,fear,nervousness,nervousness,moderate,moderate,True,True,True,True
I liked your attitude on the catwalk.,happiness,happiness,approval,admiration,mild,mild,True,False,True,False
"Where's that attitude today, girlfriend?",sadness,sadness,disappointment,disappointment,mild,mild,True,True,True,True
It's so hard.,anger,anger,annoyance,annoyance,moderate,moderate,True,True,True,True
I have no idea what I'm doing.,surprise,surprise,confusion,confusion,moderate,moderate,True,True,True,True
So let's do more where it's like...,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
"Come on, I need this shot.",fear,happiness,fear,excitement,moderate,moderate,False,False,True,False
"When everything comes together, Maureen,",happiness,happiness,optimism,optimism,mild,mild,True,True,True,True
you look spectacular.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"Alicia, your time starts now.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Damn, girl.",happiness,anger,admiration,annoyance,mild,moderate,False,False,False,False
"Jump off the bridge, please.",surprise,fear,confusion,fear,moderate,moderate,False,False,True,False
Stay on the bridge.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
So I come in with too much energy.,surprise,happiness,realization,annoyance,mild,mild,False,False,True,False
A lot of them are booty shots.,neutral,happiness,neutral,admiration,mild,mild,False,False,True,False
I don't know.,surprise,surprise,confusion,confusion,mild,mild,True,True,True,True
"That's an impression for sure,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"but good impression, bad impression.",surprise,sadness,confusion,disappointment,mild,mild,False,False,True,False
30 seconds.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
At least I followed the brief.,happiness,happiness,relief,relief,mild,mild,True,True,True,True
"Layla, you have 10 minutes.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
A little bit more energy.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You just need to time that by 100.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"2, 3.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
She's not even trying at all.,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
It's a competition.,neutral,neutral,neutral,excitement,mild,mild,True,False,True,False
Your nerves are like...,fear,fear,nervousness,fear,mild,moderate,True,False,False,False
A little bit of variation.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Move your arms around.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
We've got that one.,happiness,happiness,approval,optimism,mild,mild,True,False,True,False
You okay honey?,happiness,happiness,caring,caring,moderate,mild,True,True,False,False
"This is like my first time, so",fear,happiness,nervousness,excitement,mild,moderate,False,False,False,False
"I just feel like, I don't know.",surprise,surprise,confusion,confusion,moderate,mild,True,True,False,False
This is a competition.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
We're supposed not to break down,happiness,surprise,optimism,confusion,moderate,mild,False,False,False,False
"the very first time, right?",fear,fear,nervousness,nervousness,mild,mild,True,True,True,True
"If Layla cannot take in the first week,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
how about the next week and the next week?,happiness,neutral,curiosity,neutral,mild,mild,False,False,True,False
"Hey, do you not want to be here?",happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
Layla? What's going on?,happiness,surprise,curiosity,confusion,mild,mild,False,False,True,False
I don't know.,surprise,surprise,confusion,confusion,moderate,mild,True,True,False,False
It's just this thing that comes over.,surprise,surprise,confusion,confusion,moderate,mild,True,True,False,False
Do you want,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
to be here?,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
"Let me hear you say, I want to be here.",happiness,happiness,curiosity,desire,mild,moderate,True,False,False,False
"Please, that's what I want to hear you say.",happiness,happiness,desire,desire,moderate,mild,True,True,False,False
I don't know what to say.,surprise,surprise,confusion,confusion,moderate,moderate,True,True,True,True
You can't answer me?,anger,anger,annoyance,annoyance,moderate,mild,True,True,False,False
Do you want to try again?,neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
No?,sadness,surprise,disappointment,confusion,mild,mild,False,False,True,False
I'm sorry to hear that.,neutral,sadness,neutral,sadness,mild,mild,False,False,True,False
"Two, you're up.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Ready, one, two, three, go.",happiness,happiness,excitement,excitement,mild,mild,True,True,True,True
Wow.,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
That was really cool.,happiness,happiness,admiration,excitement,moderate,moderate,True,False,True,False
Whoa.,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
When I focus,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"in the shoes,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I really forget anything about me.,happiness,neutral,relief,neutral,mild,mild,False,False,True,False
Wait.,surprise,neutral,surprise,neutral,mild,mild,False,False,True,False
Only a few instances,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"where you get to tell a photographer,",neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
"wait, we'll give you this one.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"When I jump,",neutral,happiness,neutral,amusement,mild,mild,False,False,True,False
I need to wait to get the energy,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
to do it again.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Go.,happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
"It's awkward, but it's kind of amazing.",happiness,happiness,amusement,amusement,mild,mild,True,True,True,True
"One, two,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"three, go.",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
You tell me when I,fear,happiness,nervousness,curiosity,mild,mild,False,False,True,False
go. You tell me.,fear,happiness,nervousness,neutral,mild,mild,False,False,True,False
It got a bit tense when two were shooting.,fear,fear,nervousness,fear,moderate,moderate,True,False,True,False
Every professional knows that,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
when you,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
are a bit too firm over and over,disgust,disgust,disapproval,disapproval,mild,mild,True,True,True,True
"again with someone,",disgust,neutral,disapproval,neutral,mild,mild,False,False,True,False
it might look rude.,disgust,disgust,disapproval,disapproval,moderate,mild,True,True,False,False
"When he's ready,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
you need to be ready too.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Dorothy,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel like you have the same issue as Cindy.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"You both have gorgeous, sweet faces.",happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
I need some more fierceness.,happiness,happiness,desire,desire,moderate,moderate,True,True,True,True
This competition for model,neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
is not for,neutral,sadness,neutral,disappointment,mild,mild,False,False,True,False
"hot girl, not for beautiful thing.",disgust,disgust,disapproval,disapproval,mild,moderate,True,True,False,False
It's not,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
because you cannot do it.,neutral,disgust,neutral,disapproval,mild,mild,False,False,True,False
So after talking to,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"two, I think that",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel so much better,happiness,happiness,relief,relief,moderate,moderate,True,True,True,True
and I want to continue this.,happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
I want to continue,happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
running in this competition.,happiness,happiness,optimism,excitement,moderate,mild,True,False,False,False
So I heard you're going to give it another go.,happiness,happiness,optimism,curiosity,moderate,mild,True,False,False,False
I'm so proud of you.,happiness,happiness,pride,admiration,moderate,moderate,True,False,True,False
Don't be sorry if you don't do it again.,neutral,happiness,neutral,caring,mild,mild,False,False,True,False
Let's go. You've got three minutes.,happiness,neutral,excitement,neutral,moderate,mild,False,False,False,False
Let's go.,happiness,happiness,excitement,excitement,mild,moderate,True,True,False,False
"One, two, three, go.",happiness,happiness,excitement,excitement,mild,mild,True,True,True,True
Energy is amazing.,happiness,happiness,excitement,admiration,moderate,moderate,True,False,True,False
"You don't have to do much, girl.",neutral,anger,neutral,annoyance,mild,mild,False,False,True,False
You look like you're jumping already,happiness,happiness,amusement,amusement,mild,mild,True,True,True,True
because you're so tall and skinny.,happiness,happiness,amusement,admiration,mild,mild,True,False,True,False
"Three, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"One, two, three, go.",neutral,happiness,neutral,excitement,mild,mild,False,False,True,False
I feel my mind is clearer now.,happiness,happiness,relief,relief,moderate,mild,True,True,False,False
Turn your face a little bit this way.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"If I'm running for the competition still,",happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
I would try my best,happiness,happiness,optimism,optimism,moderate,mild,True,True,False,False
and continue to run,happiness,neutral,optimism,neutral,moderate,mild,False,False,False,False
for this competition.,happiness,happiness,optimism,excitement,moderate,moderate,True,False,True,False
Time's up. Good job.,happiness,happiness,approval,approval,mild,mild,True,True,True,True
"Welcome, ladies,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
to your very first elimination.,fear,fear,nervousness,fear,moderate,moderate,True,False,True,False
To say this week has been eventful,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
would be an understatement.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Now, before we determine",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
who's moving on,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
"and who's moving out,",happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
let me first introduce you to your judges.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"First up, the ever-radiant",happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
"model, actress, and Miss Universe",happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
"2015, Pia Wurtzbach.",happiness,neutral,admiration,neutral,mild,mild,False,False,True,False
"Hi, girls.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
He was your photographer,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"for your very first photo challenge,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Joel Lim.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Ladies.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"And let's not forget your model mentor,",neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Hey, girls.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Now, ladies, each of you standing here",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
before us was hand-picked from,happiness,happiness,pride,neutral,mild,mild,True,False,True,False
all across Asia.,happiness,happiness,pride,neutral,mild,mild,True,False,True,False
You're here because we believe that each and,happiness,happiness,approval,neutral,moderate,mild,True,False,False,False
every single one of you has a very good chance,happiness,happiness,optimism,optimism,moderate,mild,True,True,False,False
of winning this.,happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
"And on that note, let's get to your prizes.",happiness,happiness,excitement,excitement,moderate,mild,True,True,False,False
The winner of Asia's Next Top Model,happiness,happiness,excitement,pride,strong,moderate,True,False,False,False
will be driving home a brand-new,happiness,happiness,excitement,excitement,moderate,moderate,True,True,True,True
Subaru Impreza.,happiness,neutral,excitement,neutral,moderate,mild,False,False,False,False
She will feature in a fashion spread and rock,happiness,happiness,excitement,excitement,moderate,mild,True,True,False,False
the cover of Nylon Singapore.,happiness,happiness,excitement,amusement,moderate,mild,True,False,False,False
And she will head to Europe for a chance,happiness,happiness,excitement,optimism,moderate,mild,True,False,False,False
to be represented by one of the world's biggest,happiness,happiness,admiration,excitement,moderate,moderate,True,False,True,False
"modeling agencies, Storm Model",happiness,neutral,admiration,neutral,moderate,mild,False,False,False,False
"Management, joining the likes of Kate Moss",happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
and Cara Delevingne.,happiness,neutral,admiration,neutral,moderate,mild,False,False,False,False
"Now, this season, we will be combining your",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
challenge scores to your photoshoot,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
scores in order to determine who stays,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
and who goes.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Are you ready, ladies?",happiness,neutral,excitement,neutral,mild,mild,False,False,True,False
Let's get started.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Can we have Alicia, please?",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Well, let's take a look at your shot.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You came on,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
with so much energy,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
that at times you seem,neutral,disgust,neutral,annoyance,mild,mild,False,False,True,False
completely out of control.,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
I love your look.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
You have a masculinity about you,neutral,happiness,neutral,admiration,mild,mild,False,False,True,False
which can be your strength,happiness,happiness,approval,approval,mild,mild,True,True,True,True
if you use it right.,neutral,happiness,neutral,approval,mild,mild,False,False,True,False
"Angelica, please.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Your face is just,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
a bit dead. It's not really smiling.,sadness,sadness,disappointment,disappointment,moderate,moderate,True,True,True,True
It's not really high fashion.,disgust,disgust,disapproval,disapproval,moderate,mild,True,True,False,False
You let your nerves get the better of you.,disgust,anger,disapproval,annoyance,moderate,moderate,False,False,True,False
I feel like this was a lucky,disgust,happiness,disapproval,pride,mild,mild,False,False,True,False
shot for you.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I love the shot from the head down.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
Your eyes are,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
almost dead. You're still so,sadness,sadness,disappointment,disappointment,moderate,moderate,True,True,True,True
young and that's why you're not,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
being able to translate other,neutral,happiness,neutral,approval,mild,mild,False,False,True,False
emotions other than your typical,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"sweet, your safe zone. Heidi.",neutral,happiness,neutral,caring,mild,mild,False,False,True,False
"Looking at you right now, you look so sweet.",happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
And then I look at this one and you just have,surprise,surprise,surprise,confusion,mild,mild,True,False,True,False
so much emotion,happiness,happiness,admiration,joy,moderate,mild,True,False,False,False
going through this photo.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"If you keep this up, you could be a dark horse in the",happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
competition. Thank you so much.,happiness,happiness,gratitude,gratitude,mild,mild,True,True,True,True
"Well done, Heidi. Next, can we have Clara, please?",happiness,happiness,approval,approval,mild,mild,True,True,True,True
"You're daddy's little girl,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
aren't you?,neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
"Yes, you are.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You are. He gives you,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
everything you want. You're spoiled,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
but you're cheeky about it.,happiness,happiness,amusement,admiration,mild,mild,True,False,True,False
And that kind of works in this picture.,happiness,happiness,approval,approval,mild,mild,True,True,True,True
You're running away,neutral,fear,neutral,fear,mild,moderate,False,False,False,False
but you're looking back.,happiness,neutral,curiosity,neutral,mild,mild,False,False,True,False
You're kind of acting coy but you're leading us on.,happiness,happiness,amusement,amusement,mild,mild,True,True,True,True
I really like it.,happiness,happiness,admiration,joy,moderate,mild,True,False,False,False
It's very unexpected from the brief,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
and I like the unexpected. Dorothy.,happiness,happiness,admiration,excitement,mild,mild,True,False,True,False
You're also another sweet,happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
face. We need a little bit more attitude,disgust,anger,disapproval,annoyance,mild,moderate,False,False,False,False
from you. We need fierce.,happiness,happiness,desire,desire,moderate,moderate,True,True,True,True
I feel like I've seen this post,happiness,surprise,curiosity,realization,mild,mild,False,False,True,False
a lot of times before.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You have a gorgeous face and this,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
photo doesn't do,sadness,disgust,disappointment,disapproval,mild,mild,False,False,True,False
justice. Jenica.,sadness,happiness,disappointment,neutral,mild,mild,False,False,True,False
It's not my favorite photo.,disgust,disgust,disapproval,disapproval,mild,mild,True,True,True,True
This is one,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
of very few,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
that you're actually in frame.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Photographing you was like,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
me trying to give you a high five,happiness,happiness,amusement,caring,mild,mild,True,False,True,False
but then it turns really awkward and we miss.,fear,sadness,embarrassment,disappointment,mild,moderate,False,False,False,False
"We have to work together, alright?",happiness,happiness,caring,optimism,moderate,moderate,True,False,True,False
To sync up our timings.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Thank you. Can we have Leila, please?",happiness,happiness,gratitude,gratitude,mild,mild,True,True,True,True
This,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"photo, it's stunning",happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
